Building,ASHRAE IECC Climate Zone 2004,Bathroom Spot Vent Hour,County and PUMA,AIANNH Area,CEC Climate Zone,City,County,AHS Region,ASHRAE IECC Climate Zone 2004 - Sub-CZ Split,Building America Climate Zone,Dehumidifier,Door Area,Doors,Eaves,Electric Vehicle Battery,Electric Vehicle Miles Traveled,Energystar Climate Zone 2023,Generation And Emissions Assessment Region,Ground Thermal Conductivity,HVAC System Is Faulted,HVAC System Is Scaled,Holiday Lighting,Hot Water Distribution,ISO RTO Region,Interior Shading,Lighting Interior Use,Lighting Other Use,Mechanical Ventilation,Metropolitan and Micropolitan Statistical Area,County Metro Status,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Natural Ventilation,Orientation,Overhangs,PUMA,Geometry Building Type ACS,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Building Type RECS,Cooling Setpoint Has Offset,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Corridor,Neighbors,PUMA Metro Status,REEDS Balancing Area,Radiant Barrier,Range Spot Vent Hour,State,Census Division,Census Division RECS,Census Region,Custom State,Lighting,Location Region,Plug Loads,Usage Level,Clothes Dryer Usage Level,Clothes Washer Usage Level,Cooking Range Usage Level,Dishwasher Usage Level,Hot Water Fixtures,Plug Load Diversity,Refrigerator Usage Level,Vacancy Status,Ceiling Fan,Has PV,Battery,PV Orientation,PV System Size,Tenure,Vintage,Heating Fuel,HVAC Heating Type,HVAC Secondary Heating Fuel,HVAC Secondary Heating Type,HVAC Secondary Heating Efficiency,HVAC Secondary Heating Partial Space Conditioning,Vintage ACS,Geometry Foundation Type,HVAC Cooling Type,Cooling Setpoint,HVAC Has Shared System,HVAC Cooling Efficiency,HVAC Cooling Autosizing Factor,HVAC Has Ducts,HVAC Heating Efficiency,HVAC Has Zonal Electric Heating,HVAC Heating Autosizing Factor,HVAC Heating Type And Fuel,HVAC Shared Efficiencies,HVAC System Single Speed AC Airflow,HVAC System Single Speed AC Charge,HVAC System Single Speed ASHP Airflow,HVAC System Single Speed ASHP Charge,Heating Setpoint,Heating Setpoint Has Offset,Heating Setpoint Offset Magnitude,Heating Setpoint Offset Period,Income,Income RECS2015,Income RECS2020,Geometry Floor Area,Bedrooms,Geometry Floor Area Bin,Geometry Stories,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Horizontal Location MF,Geometry Building Type Height,Geometry Stories Low Rise,Geometry Attic Type,Geometry Garage,Geometry Space Combination,Duct Location,Duct Leakage and Insulation,Geometry Story Bin,Geometry Wall Type,Geometry Wall Exterior Finish,HVAC Cooling Partial Space Conditioning,Infiltration,Insulation Ceiling,Insulation Floor,Insulation Foundation Wall,Insulation Rim Joist,Insulation Roof,Insulation Slab,Insulation Wall,Misc Well Pump,Occupants,Area Median Income,Federal Poverty Level,Clothes Washer Presence,Clothes Dryer,Clothes Washer,Cooking Range,Cooling Unavailable Days,Dishwasher,Electric Vehicle Charge At Home,Electric Vehicle Ownership,Electric Vehicle Charger,Electric Vehicle Outlet Access,Heating Unavailable Days,Household Has Tribal Persons,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Refrigerator,Roof Material,State Metro Median Income,Water Heater Fuel,Water Heater Efficiency,Water Heater In Unit,Water Heater Location,Window Areas,Windows
512060,1A,Hour17,"G1500030, G15000308",No,None,In another census Place,"HI, Honolulu County",Non-CBSA Pacific,1A - HI,Hot-Humid,None,20 ft^2,Fiberglass,2 ft,"Midsize, Battery Electric Vehicle, 300 mile range",5000,Southern,None,1.1,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Urban Honolulu, HI MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",South,None,"HI, 00308",Single-Family Detached,None,None,Single-Family Detached,Yes,2F,Day Setup -3h,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",None,No,Hour8,HI,Pacific,Pacific,West,Others,100% CFL,CRHI,94%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,110% Usage,100%,100% Usage,Occupied,Standard Efficiency,Yes,None,East,5.0 kWDC,Owner,1980s,None,None,None,None,None,0%,1980-99,Slab,Room AC,80F,None,"Room AC, EER 12.0",None,No,None,No,None,None,None,None,None,None,None,62F,Yes,3F,Night +5h,100000-119999,100000-119999,100000-149999,1000-1499,3,0-1499,1,None,None,None,Single-Family Detached,1,Vented Attic,1 Car,"Single-Family Detached, Slab, Vented Attic, 1 Car Garage",None,None,<8,Concrete,None,60% Conditioned,25 ACH50,R-13,None,None,None,"Unfinished, Uninsulated","2ft R5 Under, Horizontal","CMU, 6-in Hollow, R-11",None,2,120-150%,400%+,Yes,Electric,EnergyStar,Electric Resistance,Never,None,80-99%,No,None,No,Never,No,EF 19.9,None,Electricity,None,None,None,EF 19.9,Wood Shingles,150%+,Electricity,Electric Standard,Yes,Garage,F30 B30 L30 R30,"Double, Clear, Non-metal, Air"
340046,4C,Hour2,"G4100190, G41001000",No,None,Not in a census Place,"OR, Douglas County",Non-CBSA Pacific,4C,Marine,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",11000,Northern,Northern Grid West,1.1,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Roseburg, OR MicroSA",Non-Metropolitan,None,None,None,"Cooling Season, 7 days/wk",North,None,"OR, 01000",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,Not/partially in metro area,6,No,Hour9,OR,Pacific,Pacific,West,Others,100% LED,CR06,94%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,90% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,2000s,Wood,Non-Ducted Heating,None,None,None,0%,2000-09,Slab,Central AC,72F,None,"AC, SEER 15",None,Yes,"Fuel Wall/Floor Furnace, 60% AFUE",No,None,Other Fuel Fuel Wall/Floor Furnace,None,None,None,None,None,65F,No,0F,None,60000-69999,60000-79999,60000-99999,1500-1999,3,1500-2499,2,None,None,None,Single-Family Detached,2,None,2 Car,"Single-Family Detached, Slab, No Attic, 2 Car Garage",Garage,"30% Leakage to Outside, R-8",<8,Wood Frame,"Shingle, Composition, Medium",100% Conditioned,25 ACH50,None,None,None,None,"Finished, R-13","2ft R10 Perimeter, Vertical","Wood Stud, R-19",Typical Efficiency,3,120-150%,300-400%,Yes,Electric,EnergyStar,Electric Resistance,1 day,318 Rated kWh,80-99%,No,None,Yes,3 days,No,EF 10.5,"EF 12, National Average",None,None,None,None,EF 19.9,"Tile, Clay or Ceramic",150%+,Electricity,Electric Premium,Yes,Garage,F12 B12 L12 R12,"Double, Clear, Metal, Air"
58248,7AK,Hour8,"G0201220, G02000200",Yes,None,In another census Place,"AK, Kenai Peninsula Borough",Non-CBSA Pacific,7AK,Very Cold,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",13000,Northern,None,1.4,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,Non-Metropolitan,None,None,None,"Cooling Season, 7 days/wk",Southwest,None,"AK, 00200",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,Not/partially in metro area,None,No,Hour12,AK,Pacific,Pacific,West,AK,100% LED,CRAK,94%,Low,80% Usage,80% Usage,80% Usage,80% Usage,80% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,2000s,Natural Gas,Non-Ducted Heating,Wood,Non-Ducted Heating,"Fuel Boiler, 76% AFUE",30%,2000-09,Heated Basement,None,68F,None,None,None,No,"Fuel Boiler, 90% AFUE",No,None,Natural Gas Fuel Boiler,None,None,None,None,None,70F,Yes,3F,Night -3h,50000-59999,40000-59999,40000-59999,1000-1499,3,0-1499,1,None,None,None,Single-Family Detached,1,Vented Attic,1 Car,"Single-Family Detached, Heated Basement, Vented Attic, 1 Car Garage",None,None,<8,Wood Frame,"Wood, Medium/Dark",None,3 ACH50,R-49,Uninsulated,"Wall R-5, Exterior","R-5, Exterior","Unfinished, Uninsulated",None,"Wood Stud, R-19",None,2,60-80%,300-400%,Yes,Electric,Standard,Electric Resistance,Never,290 Rated kWh,80-99%,No,None,Yes,Never,No,None,None,None,None,None,None,EF 10.5,"Asphalt Shingles, Medium",60-80%,Natural Gas,Natural Gas Premium,Yes,Garage,F18 B18 L18 R18,"Triple, Low-E, Non-metal, Air, L-Gain"
140168,4A,Hour20,"G4201010, G42003204",No,None,"PA, Philadelphia","PA, Philadelphia County","CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,"Pickup, Battery Electric Vehicle, 300 mile range",13000,North-Central,PJM East,1.7,No,No,No Exterior Use,Uninsulated,PJM,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",Northeast,None,"PA, 03204",Single-Family Attached,24,Middle,Single-Family Attached,Yes,9F,Day Setup +4h,Not Applicable,27,"In metro area, principal city",122,No,Hour4,PA,Middle Atlantic,Middle Atlantic,Northeast,Others,100% LED,CR07,108%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,90% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1940s,Natural Gas,Non-Ducted Heating,None,None,None,0%,1940-59,Heated Basement,Room AC,60F,None,"Room AC, EER 10.7",None,No,"Fuel Wall/Floor Furnace, 68% AFUE",No,None,Natural Gas Fuel Wall/Floor Furnace,None,None,None,None,None,75F,Yes,6F,Night +1h,40000-44999,40000-59999,40000-59999,1000-1499,3,0-1499,2,None,None,None,Single-Family Attached,2,None,None,"Single-Family Attached, Heated Basement, No Attic, No Garage",None,None,<8,Brick,None,100% Conditioned,50 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-19",None,"Brick, 12-in, 3-wythe, Uninsulated",None,6,30-60%,100-150%,Yes,None,Standard,Gas,Never,None,0-19%,No,None,No,Never,No,None,"EF 12, National Average",None,None,None,None,EF 19.9,Wood Shingles,30-60%,Natural Gas,Natural Gas Standard,Yes,Heated Basement,F12 B12 L12 R12,"Single, Clear, Non-metal"
501564,2B,Hour7,"G0400190, G04000203",No,None,"AZ, Casas Adobes","AZ, Pima County",Non-CBSA Mountain,2B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 200 mile range",22500,Southern,West Connect South,1.4,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Tucson, AZ MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",East,None,"AZ, 00203",Single-Family Detached,None,None,Single-Family Detached,Yes,9F,Night Setback +1h,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",30,No,Hour10,AZ,Mountain,Mountain South,West,Others,100% Incandescent,CR10,84%,Low,80% Usage,80% Usage,80% Usage,80% Usage,70% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1970s,Other Fuel,Non-Ducted Heating,None,None,None,0%,1960-79,Slab,None,80F,None,None,None,No,"Fuel Boiler, 76% AFUE",No,None,Other Fuel Fuel Boiler,None,None,None,None,None,68F,Yes,12F,Night -1h,80000-99999,80000-99999,60000-99999,3000-3999,5,2500-3999,1,None,None,None,Single-Family Detached,1,None,2 Car,"Single-Family Detached, Slab, No Attic, 2 Car Garage",None,None,<8,Wood Frame,"Wood, Medium/Dark",None,15 ACH50,None,None,None,None,"Finished, R-19",Uninsulated,"Wood Stud, R-7",None,4,120-150%,300-400%,Yes,Electric,Standard,Electric Resistance,Never,290 Rated kWh,20-39%,No,None,No,Never,No,None,None,None,Has Pool,Other Fuel,1.0 HP Pump,EF 19.9,"Metal, Dark",120-150%,Electricity,Electric Standard,Yes,Living Space,F15 B15 L15 R15,"Double, Clear, Metal, Air"
420745,3A,Hour22,"G0100730, G01001303",No,None,In another census Place,"AL, Jefferson County",Non-CBSA East South Central,3A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,"Midsize, Battery Electric Vehicle, 300 mile range",15000,South-Central,SERTP,1.1,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Birmingham-Hoover, AL MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",North,None,"AL, 01303",50 or more Unit,None,None,Multi-Family with 5+ Units,Yes,2F,Night Setback +5h,Double-Loaded Interior,27,"In metro area, not/partially in principal city",89,None,Hour13,AL,East South Central,East South Central,South,Others,100% LED,CR09,123%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,90% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1980s,Electricity,Non-Ducted Heating,None,None,None,0%,1980-99,Unheated Basement,Central AC,75F,Cooling Only,Shared Cooling,None,No,"Electric Wall Furnace, 100% AFUE",No,None,Electricity Electric Wall Furnace,Fan Coil Cooling Only,None,None,None,None,75F,Yes,12F,Night -4h,60000-69999,60000-79999,60000-99999,750-999,2,0-1499,6,Top,67,Middle,"Multi-Family with 5+ Units, 4-7 Stories",4+,None,None,"Multi-Family with 5+ Units Top Unit, Unheated Basement, No Attic, No Garage",None,None,<8,Wood Frame,"Brick, Medium/Dark",100% Conditioned,20 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-13",None,"Wood Stud, R-11",None,2,100-120%,300-400%,None,None,None,Electric Resistance,Never,318 Rated kWh,100%,No,None,No,Never,No,None,None,None,None,None,None,EF 6.7,"Asphalt Shingles, Medium",120-150%,Electricity,Electric Premium,No,Conditioned Mechanical Room,F30 B30 L30 R30,"Single, Clear, Non-metal, Exterior Clear Storm"
418610,6A,Hour21,"G2300050, G23001000",No,None,In another census Place,"ME, Cumberland County",Non-CBSA New England,6A,Cold,None,20 ft^2,Fiberglass,2 ft,"Midsize, Battery Electric Vehicle, 200 mile range",7000,Northern,ISONE,1.1,No,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Portland-South Portland, ME MSA",Metropolitan,Gas Fireplace,None,Gas Lighting,"Cooling Season, 7 days/wk",East,None,"ME, 01000",Single-Family Detached,None,None,Single-Family Detached,Yes,2F,Day Setup and Night Setback -5h,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",134,No,Hour18,ME,New England,New England,Northeast,Others,100% Incandescent,CR03,99%,Low,80% Usage,80% Usage,80% Usage,80% Usage,70% Usage,50%,95% Usage,Occupied,None,No,None,None,None,Owner,2010s,Propane,Non-Ducted Heating,None,None,None,0%,2010s,Slab,Room AC,70F,None,"Room AC, EER 12.0",None,No,"Fuel Boiler, 80% AFUE",No,None,Propane Fuel Boiler,None,None,None,None,None,70F,Yes,3F,Night +2h,60000-69999,60000-79999,60000-99999,2000-2499,2,1500-2499,2,None,None,None,Single-Family Detached,2,Finished Attic or Cathedral Ceilings,2 Car,"Single-Family Detached, Slab, Finished Attic, 2 Car Garage",None,None,<8,Concrete,"Brick, Medium/Dark",20% Conditioned,7 ACH50,None,None,None,None,"Finished, R-49","2ft R10 Under, Horizontal","CMU, 6-in Hollow, R-19",Typical Efficiency,2,80-100%,300-400%,Yes,Electric,Standard,Propane,Never,290 Rated kWh,100%,No,None,Yes,Never,No,None,"EF 12, National Average",Electricity,None,None,None,EF 19.9,Composition Shingles,80-100%,Solar Thermal,"Solar Thermal, 40 sqft, South, Roof Pitch, Electric Standard Backup",Yes,Living Space,F6 B6 L6 R6,"Triple, Low-E, Non-metal, Air, L-Gain"
62191,6B,Hour0,"G3000870, G30000600",No,None,In another census Place,"MT, Rosebud County",Non-CBSA Mountain,6B,Cold,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",3000,Northern,Northern Grid East,1.1,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,Non-Metropolitan,None,None,None,"Cooling Season, 7 days/wk",North,None,"MT, 00600",5 to 9 Unit,None,None,Multi-Family with 5+ Units,Yes,2F,Night Setback +5h,Double-Loaded Interior,27,Not/partially in metro area,20,None,Hour6,MT,Mountain,Mountain North,West,Others,100% LED,CR05,105%,Low,80% Usage,80% Usage,80% Usage,80% Usage,70% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1970s,Electricity,Non-Ducted Heating,None,None,None,0%,1960-79,Vented Crawlspace,Room AC,70F,Heating Only,"Room AC, EER 10.7",None,No,Shared Heating,No,None,Electricity Shared Heating,"Boiler Baseboards Heating Only, Electricity",None,None,None,None,75F,No,0F,None,10000-14999,<20000,<20000,0-499,1,0-1499,2,Top,6,Right,"Multi-Family with 5+ Units, 1-3 Stories",2,None,None,"Multi-Family with 5+ Units Top Unit, Vented Crawlspace, No Attic, No Garage",None,None,<8,Wood Frame,"Vinyl, Light",60% Conditioned,40 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-19",None,"Wood Stud, R-7",None,1,0-30%,100-150%,None,None,None,Electric Resistance,1 week,318 Rated kWh,0-19%,No,None,No,Never,Yes,None,None,None,None,None,None,EF 19.9,"Asphalt Shingles, Medium",0-30%,Electricity,Electric Tankless,Yes,Living Space,F18 B18 L18 R18,"Single, Clear, Metal"
14734,3C,Hour6,"G0601110, G06011103",No,6,In another census Place,"CA, Ventura County",Non-CBSA Pacific,3C,Marine,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",7000,North-Central,CAISO,1.7,No,No,No Exterior Use,Uninsulated,CAISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Oxnard-Thousand Oaks-Ventura, CA MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",East,None,"CA, 11103",Single-Family Attached,6,Middle,Single-Family Attached,Yes,9F,Day Setup +3h,Not Applicable,27,"In metro area, not/partially in principal city",10,No,Hour17,CA,Pacific,Pacific,West,Others,100% Incandescent,CR11,96%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,90% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,2000s,Natural Gas,Ducted Heating,None,None,None,0%,2000-09,Vented Crawlspace,Central AC,78F,None,"AC, SEER 10",None,Yes,"Fuel Furnace, 92.5% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,70F,Yes,6F,Night +4h,160000-179999,140000+,150000+,500-749,1,0-1499,2,None,None,None,Single-Family Attached,2,Vented Attic,None,"Single-Family Attached, Vented Crawlspace, Vented Attic, No Garage",Crawlspace,"30% Leakage to Outside, R-6",<8,Wood Frame,"Stucco, Light",100% Conditioned,10 ACH50,R-38,Ceiling R-19,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, R-19",None,3,150%+,400%+,Yes,Electric,EnergyStar,Gas,1 week,318 Rated kWh,80-99%,Yes,Level 1 charger,Yes,Never,No,EF 6.7,None,None,None,None,None,EF 17.6,Composition Shingles,150%+,Natural Gas,Natural Gas Premium,Yes,Outside,F9 B9 L9 R9,"Double, Clear, Metal, Air, Exterior Clear Storm"
251479,5A,Hour13,"G1700970, G17003308",No,None,In another census Place,"IL, Lake County","CBSA Chicago-Naperville-Elgin, IL-IN-WI",5A,Cold,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",13000,Northern,PJM West,1.4,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Chicago-Naperville-Elgin, IL-IN-WI MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",North,None,"IL, 03308",Single-Family Attached,8,Left,Single-Family Attached,No,0F,None,Not Applicable,None,"In metro area, not/partially in principal city",80,No,Hour21,IL,East North Central,East North Central,Midwest,Others,100% Incandescent,CR04,104%,Low,80% Usage,80% Usage,80% Usage,80% Usage,60% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1980s,Electricity,Non-Ducted Heating,None,None,None,0%,1980-99,Unvented Crawlspace,Central AC,67F,None,"AC, SEER 15",None,Yes,"Electric Baseboard, 100% Efficiency",Yes,None,Electricity Baseboard,None,None,None,None,None,75F,No,0F,None,45000-49999,40000-59999,40000-59999,1000-1499,2,0-1499,2,None,None,None,Single-Family Attached,2,Vented Attic,None,"Single-Family Attached, Unvented Crawlspace, Vented Attic, No Garage",Crawlspace,"20% Leakage to Outside, Uninsulated",<8,Wood Frame,"Vinyl, Light",100% Conditioned,15 ACH50,R-38,Uninsulated,"Wall R-10, Exterior","R-10, Exterior","Unfinished, Uninsulated",None,"Wood Stud, R-19",None,2,60-80%,200-300%,Yes,Electric,Standard,Electric Resistance,Never,318 Rated kWh,80-99%,No,None,No,Never,No,None,None,None,None,None,None,EF 17.6,Composition Shingles,60-80%,Electricity,Electric Standard,Yes,Living Space,F15 B15 L15 R15,"Single, Clear, Non-metal"
351816,2A,Hour11,"G1201110, G12011101",No,None,"FL, Fort Pierce","FL, St. Lucie County",Non-CBSA South Atlantic,"2A - FL, GA, AL, MS",Hot-Humid,None,20 ft^2,Fiberglass,2 ft,"Midsize, Battery Electric Vehicle, 200 mile range",7000,Southern,FRCC,1.1,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Port St. Lucie, FL MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",East,None,"FL, 11101",3 or 4 Unit,None,None,Multi-Family with 2 - 4 Units,Yes,2F,Night Setback,Double-Loaded Interior,27,"In metro area, not/partially in principal city",102,None,Hour23,FL,South Atlantic,South Atlantic,South,Others,100% LED,CR09,82%,High,120% Usage,120% Usage,120% Usage,120% Usage,170% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1980s,Electricity,Ducted Heating,None,None,None,0%,1980-99,Slab,Central AC,75F,None,"AC, SEER 8",None,Yes,"Electric Furnace, 100% AFUE",No,None,Electricity Electric Furnace,None,None,None,None,None,75F,Yes,3F,Night,30000-34999,20000-39999,20000-39999,1000-1499,3,0-1499,2,Bottom,4,Left,Multi-Family with 2 - 4 Units,2,None,None,"Multi-Family with 2 - 4 Units Bottom Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Brick,None,100% Conditioned,40 ACH50,None,None,None,None,"Finished, R-13",Uninsulated,"Brick, 12-in, 3-wythe, R-11",None,1,60-80%,200-300%,Yes,Electric,Standard,Electric Resistance,Never,290 Rated kWh,100%,No,None,No,Never,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",30-60%,Electricity,Electric Standard,Yes,Outside,F9 B9 L9 R9,"Double, Clear, Metal, Air"
162880,4A,Hour16,"G5100130, G51001302",No,None,"VA, Arlington","VA, Arlington County","CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV",4A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",19000,North-Central,PJM East,1.1,No,No,No Exterior Use,Uninsulated,PJM,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",Southeast,None,"VA, 01302",50 or more Unit,None,None,Multi-Family with 5+ Units,Yes,2F,Night Setback -2h,Double-Loaded Interior,12,"In metro area, principal city",99,None,Hour18,VA,South Atlantic,South Atlantic,South,Others,100% Incandescent,CR08,106%,High,120% Usage,120% Usage,120% Usage,120% Usage,150% Usage,200%,105% Usage,Occupied,None,No,None,None,None,Renter,1950s,Electricity,Non-Ducted Heating,None,None,None,0%,1940-59,Slab,None,70F,None,None,None,No,"Electric Boiler, 100% AFUE",No,None,Electricity Electric Boiler,None,None,None,None,None,72F,Yes,6F,Night +3h,160000-179999,140000+,150000+,750-999,1,0-1499,14,Middle,326,Middle,"Multi-Family with 5+ Units, 8+ Stories",4+,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",None,None,8+,Steel Frame,"Vinyl, Light",None,15 ACH50,None,None,None,None,"Finished, R-7",Uninsulated,"Wood Stud, Uninsulated",None,1,150%+,400%+,None,None,None,Gas,Never,None,100%,No,None,Yes,Never,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",150%+,Electricity,Electric Standard,Yes,Living Space,F30 B30 L30 R30,"Single, Clear, Metal"
503675,5A,Hour11,"G0900130, G09001300",No,None,Not in a census Place,"CT, Tolland County",Non-CBSA New England,5A,Cold,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",5000,Northern,ISONE,1.7,No,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Hartford-West Hartford-East Hartford, CT MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",Northeast,None,"CT, 01300",Single-Family Detached,None,None,Single-Family Detached,Yes,5F,Day Setup and Night Setback +1h,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",132,No,Hour22,CT,New England,New England,Northeast,Others,100% LED,CR03,99%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,110% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1980s,Fuel Oil,Ducted Heating,None,None,None,0%,1980-99,Slab,Room AC,70F,None,"Room AC, EER 9.8",None,Yes,"Fuel Furnace, 80% AFUE",No,None,Fuel Oil Fuel Furnace,None,None,None,None,None,65F,Yes,3F,Night -2h,80000-99999,80000-99999,60000-99999,3000-3999,4,2500-3999,2,None,None,None,Single-Family Detached,2,Vented Attic,None,"Single-Family Detached, Slab, Vented Attic, No Garage",Attic,"30% Leakage to Outside, R-4",<8,Wood Frame,"Vinyl, Light",<10% Conditioned,7 ACH50,R-19,None,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, R-19",None,7,60-80%,200-300%,None,None,None,Electric Resistance,1 month,290 Rated kWh,100%,No,None,No,1 week,No,None,None,None,None,None,None,EF 19.9,Composition Shingles,60-80%,Fuel Oil,Fuel Oil Premium,Yes,Living Space,F18 B18 L18 R18,"Single, Clear, Metal"
